,name,license,GPL_dependencies
1167,tomo-twin,BSD license,['edt']
1168,rapid-response-xblock,BSD license,"['edx-opaque-keys', 'web-fragments']"
1169,ngehtutil,BSD license,['ehtim']
1170,algovera,BSD license,['enforce-typing']
1171,ndex2-performance,BSD license,['enum']
1172,ndex2-dev,BSD license,"['enum', 'neo4jrestclient']"
1173,bmtk,BSD license,['enum']
1174,nicecx-dev,BSD license,['enum']
1175,ndex2,BSD license,['enum']
1176,naga-gwas-rest,BSD license,"['enum', 'python-igraph']"
1177,ndexbiogridloader,BSD license,"['enum', 'python-igraph']"
1178,ndexstringloader,BSD license,"['enum', 'python-igraph']"
1179,ndexncipidloader,BSD license,"['enum', 'python-igraph']"
1180,ndexutil,BSD license,['enum']
1181,ndexsignorloader,BSD license,['enum']
1182,indra,BSD license,['enum']
1183,cdapsutil,BSD license,['enum']
1184,ndex-webapp-python-exporters,BSD license,['enum']
1185,har2tree,BSD license,['ete3']
1186,scphylo-tools,BSD license,['ete3']
1187,vica,BSD license,['ete3']
1188,fedot,BSD license,['ete3']
1189,cospar,BSD license,"['ete3', 'igraph', 'leidenalg']"
1190,trisicell,BSD license,['ete3']
1191,pytmosph3r,BSD license,['exo-k']
1192,tasksource,BSD license,['exrex']
1193,dizzy,BSD license,['exrex']
1194,puckfetcher,BSD license,['eyed3']
1195,nabo,BSD license,['fa2']
1196,sdss-hartmannactor,BSD license,['fitsio']
1197,zuds,BSD license,['fitsio']
1198,sdss-kaiju,BSD license,['fitsio']
1199,jaeger,BSD license,['fitsio']
1200,Piff,BSD license,['fitsio']
1201,python-dev-tools,BSD license,"['flake8-builtins', 'flake8-django', 'flake8-isort', 'pylint']"
1202,statick-fortify,BSD license,"['flawfinder', 'pylint', 'yamllint']"
1203,statick-rosm-registry,BSD license,"['flawfinder', 'pylint', 'yamllint']"
1204,statick-soartech-unofficial-mappings,BSD license,"['flawfinder', 'pylint', 'yamllint']"
1205,snek5000,BSD license,"['fluidsim-core', 'pymech']"
1206,snek5000-phill,BSD license,"['fluidsim-core', 'pymech']"
1207,sccloud,BSD license,"['forceatlas2-python', 'igraph', 'leidenalg', 'louvain-github', 'python-igraph']"
1208,stacker,BSD license,['formic2']
1209,cloudmesh-iu,BSD license,"['fpyutils', 'md-toc', 'python-hostlist']"
1210,cloudmesh-cmsd,BSD license,"['fpyutils', 'md-toc', 'python-hostlist']"
1211,cloudmesh-catalog,BSD license,"['fpyutils', 'md-toc', 'python-hostlist', 'yamllint']"
1212,cloudmesh-kubeman,BSD license,"['fpyutils', 'md-toc', 'python-hostlist']"
1213,cloudmesh-pi-burn,BSD license,"['fpyutils', 'md-toc', 'python-hostlist']"
1214,cloudmesh-pi-cluster,BSD license,"['fpyutils', 'md-toc', 'python-hostlist']"
1215,cloudmesh-storage,BSD license,"['fpyutils', 'md-toc', 'python-hostlist']"
1216,cloudmesh-oracle,BSD license,"['fpyutils', 'md-toc', 'python-hostlist']"
1217,cloudmesh-progress,BSD license,"['fpyutils', 'md-toc', 'python-hostlist']"
1218,cloudmesh-cc,BSD license,"['fpyutils', 'md-toc', 'python-hostlist']"
1219,cloudmesh-sbatch,BSD license,"['fpyutils', 'md-toc', 'python-hostlist']"
1220,cloudmesh-jupyter,BSD license,"['fpyutils', 'md-toc', 'python-hostlist']"
1221,cloudmesh-diagram,BSD license,"['fpyutils', 'md-toc', 'python-hostlist']"
1222,cloudmesh-azure,BSD license,"['fpyutils', 'md-toc', 'python-hostlist']"
1223,cloudmesh-slurm,BSD license,"['fpyutils', 'md-toc', 'python-hostlist']"
1224,cloudmesh-covid,BSD license,"['fpyutils', 'md-toc', 'python-hostlist']"
1225,cloudmesh-aws,BSD license,"['fpyutils', 'md-toc', 'python-hostlist']"
1226,cloudmesh-ssh,BSD license,"['fpyutils', 'md-toc', 'python-hostlist']"
1227,cloudmesh-openstack,BSD license,"['fpyutils', 'md-toc', 'python-hostlist']"
1228,cloudmesh-admin,BSD license,"['fpyutils', 'md-toc', 'python-hostlist']"
1229,cloudmesh-gpu,BSD license,"['fpyutils', 'md-toc', 'python-hostlist']"
1230,cloudmesh-vpn,BSD license,"['fpyutils', 'md-toc', 'python-hostlist']"
1231,cloudmesh-globus,BSD license,"['fpyutils', 'md-toc', 'python-hostlist']"
1232,cloudmesh-pearl,BSD license,"['fpyutils', 'md-toc', 'python-hostlist']"
1233,cloudmesh-bar,BSD license,"['fpyutils', 'md-toc', 'python-hostlist']"
1234,cloudmesh-google,BSD license,"['fpyutils', 'md-toc', 'python-hostlist']"
1235,cloudmesh-volume,BSD license,"['fpyutils', 'md-toc', 'python-hostlist']"
1236,gmlutil,BSD license,['fuzzywuzzy']
1237,sfaira,BSD license,['fuzzywuzzy']
1238,datreant,BSD license,['fuzzywuzzy']
1239,MrSnippets,BSD license,['fuzzywuzzy']
1240,Hunahpu,BSD license,['fuzzywuzzy']
1241,slizzy,BSD license,['fuzzywuzzy']
1242,epquery,BSD license,['fuzzywuzzy']
1243,akimous,BSD license,"['fuzzywuzzy', 'pylint']"
1244,forecasting-sandbox,BSD license,['fuzzywuzzy']
1245,judge-pics,BSD license,['fuzzywuzzy']
1246,hiconet,BSD license,"['fuzzywuzzy', 'igraph', 'leidenalg', 'python-igraph']"
1247,kurby,BSD license,['fuzzywuzzy']
1248,sdss-marvin,BSD license,['fuzzywuzzy']
1249,datreant.core,BSD license,['fuzzywuzzy']
1250,datreant.data,BSD license,['fuzzywuzzy']
1251,xklb,BSD license,"['gallery-dl', 'mutagen']"
1252,geofinder,BSD license,['geodata']
1253,menustat-pkg,BSD license,['ghostscript']
1254,torch-topological,BSD license,['giotto-ph']
1255,sisu,BSD license,['gismo']
1256,auron,BSD license,"['gmsh', 'pygmsh']"
1257,PyCCX,BSD license,['gmsh-sdk']
1258,cord,BSD license,['gnureadline']
1259,featherduster,BSD license,['gnureadline']
1260,World2Data,BSD license,['gryds']
1261,guillotina-cms,BSD license,['guillotina-dbusers']
1262,django-gvar,BSD license,['gvar']
1263,exorad,BSD license,['h5py-wrapper']
1264,rinoh-mscorefontinstaller,BSD license,['hachoir']
1265,skyCatalogs,BSD license,['healpy']
1266,fermipy,BSD license,['healpy']
1267,pixell,BSD license,['healpy']
1268,pspy,BSD license,['healpy']
1269,mapsims,BSD license,['healpy']
1270,coscon,BSD license,['healpy']
1271,jwst-backgrounds,BSD license,['healpy']
1272,mortie,BSD license,['healpy']
1273,sdss-skymakercam,BSD license,['healpy']
1274,sdss-lvmcam,BSD license,['healpy']
1275,pybee,BSD license,['hfilesize']
1276,skyproj,BSD license,['hpgeom']
1277,django-mail-factory,BSD license,['html2text']
1278,django-notification-system,BSD license,['html2text']
1279,Webbean,BSD license,['html2text']
1280,tootlogger,BSD license,['html2text']
1281,obsidiantools,BSD license,['html2text']
1282,open-review-abstract-bot,BSD license,['html2text']
1283,BlazeWeb,BSD license,['html2text']
1284,agsconfig,BSD license,['html2text']
1285,django-xblog,BSD license,"['html2text', 'pyphen']"
1286,webchanges,BSD license,['html2text']
1287,steve,BSD license,['html2text']
1288,opensarlab-notifications,BSD license,['html2text']
1289,dvg,BSD license,['html2text']
1290,django-userena-ce,BSD license,['html2text']
1291,apexmf,BSD license,['hydroeval']
1292,swatmf,BSD license,['hydroeval']
1293,pyiron-experimental,BSD license,"['hyperspy', 'pystem', 'temmeta']"
1294,silicone,BSD license,['iam-units']
1295,openscm-runner,BSD license,['iam-units']
1296,capital,BSD license,"['igraph', 'leidenalg']"
1297,scETM,BSD license,"['igraph', 'leidenalg', 'louvain']"
1298,mrvi,BSD license,"['igraph', 'leidenalg', 'python-igraph']"
1299,morphometrics,BSD license,"['igraph', 'leidenalg']"
1300,squidpy,BSD license,"['igraph', 'leidenalg']"
1301,sctriangulate,BSD license,"['igraph', 'leidenalg']"
1302,napari-spatialdata,BSD license,"['igraph', 'leidenalg']"
1303,campa,BSD license,"['igraph', 'leidenalg']"
1304,spatial-utils,BSD license,"['igraph', 'leidenalg']"
1305,spatial-analysis-toolkit,BSD license,"['igraph', 'leidenalg']"
1306,stlearn,BSD license,"['igraph', 'leidenalg', 'louvain']"
1307,pegasuspy,BSD license,"['igraph', 'leidenalg', 'python-igraph']"
1308,scarf,BSD license,"['igraph', 'leidenalg']"
1309,icat-sc,BSD license,"['igraph', 'louvain', 'python-igraph', 'sslouvain']"
1310,protgraph,BSD license,['igraph']
1311,ecoscope,BSD license,['igraph']
1312,filip,BSD license,['igraph']
1313,learn2clean,BSD license,['impyute']
1314,generativepoetry,BSD license,['internetarchive']
1315,kdap,BSD license,"['internetarchive', 'patool']"
1316,ia-markov,BSD license,['internetarchive']
1317,prosedecomposer,BSD license,['internetarchive']
1318,cds-dojson,BSD license,['invenio-query-parser']
1319,streamlink-lanroth,BSD license,['iso-639']
1320,oceanai,BSD license,['iso-639']
1321,fuzzdoc,BSD license,['iterfzf']
1322,fzf-template,BSD license,['iterfzf']
1323,modulename,BSD license,"['javascripthon', 'mkp', 'nanoget', 'pauvre', 'pylint', 'qtgui', 'scapy', 'tuna']"
1324,jhub-swarmspawner,BSD license,['jhub-authenticators']
1325,jupyterlab-translate,BSD license,"['jinja2-ansible-filters', 'pyyaml-include']"
1326,pcapgen,BSD license,['kamene']
1327,txt-util,BSD license,['konlpy']
1328,txt-util-kr,BSD license,['konlpy']
1329,py-csi-cobotics,BSD license,"['lenses', 'pylint']"
1330,verifai,BSD license,['lenses']
1331,onebot,BSD license,['lfmh']
1332,cardiopy,BSD license,['libmagic']
1333,sentry-nos,BSD license,"['loremipsum', 'strict-rfc3339']"
1334,ifree,BSD license,['minepy']
1335,pyiron-gpl,BSD license,"['molmod', 'tamkin', 'yaff']"
1336,pyspex,BSD license,['moniplot']
1337,pys5p,BSD license,['moniplot']
1338,django-exordium,BSD license,['mutagen']
1339,django-applepodcast,BSD license,['mutagen']
1340,monkeyplug,BSD license,['mutagen']
1341,bbo-ccvtools,BSD license,['mutagen']
1342,bbo-calibcam,BSD license,['mutagen']
1343,bbo-multitrackpy,BSD license,['mutagen']
1344,catt,BSD license,['mutagen']
1345,phishing-tracker,BSD license,['pydig']
1346,cerebralcortex-kernel,BSD license,['py-ecg-detectors']
1347,ccrdg,BSD license,['py-ecg-detectors']
1348,cerebralcortex-restclient,BSD license,['py-ecg-detectors']
1349,scikits.bootstrap,BSD license,['pyerf']
1350,meta-blocks,BSD license,['pyerf']
1351,cellrank,BSD license,['pygam']
1352,ISLP,BSD license,['pygam']
1353,apachescan,BSD license,['pygtail']
1354,wdl-lsp,BSD license,['pygtail']
1355,foxylib,BSD license,['pyhwp']
1356,cyinstaller,BSD license,['pyinstaller']
1357,pyjig,BSD license,['pylint']
1358,mlduct,BSD license,['pylint']
1359,midaxusers,BSD license,['pylint']
1360,setuptools-lint,BSD license,['pylint']
1361,openwsn-coap,BSD license,['pylint']
1362,openvisualizer,BSD license,"['pylint', 'scapy']"
1363,django-wechat-user,BSD license,['pylint']
1364,auto-LiRPA,BSD license,['pylint']
1365,pyARG-dep,BSD license,['pylint']
1366,ai-economist,BSD license,['pylint']
1367,omegaup-hook-tools,BSD license,['pylint']
1368,django-bloggy,BSD license,['pylint']
1369,datadog-a7,BSD license,['pylint']
1370,serpextract-meiqia,BSD license,['pylru']
1371,redis-pubsub-dict-wo-cluster,BSD license,['pylru']
1372,django-tilestache,BSD license,['pylru']
1373,populllus,BSD license,['pylru']
1374,wyliozero,BSD license,['pymata-aio']
1375,autocv,BSD license,['pypatent']
1376,weasyprint,BSD license,['pyphen']
1377,wagtail-meeting-guide,BSD license,['pyphen']
1378,htmloverpdf,BSD license,['pyphen']
1379,saleor,BSD license,['pyphen']
1380,flask_weasyprint,BSD license,['pyphen']
1381,scan-to-paperless,BSD license,['pyphen']
1382,django-triflesoft-pages,BSD license,['pyphen']
1383,FishingForPhish,BSD license,"['pyshorteners', 'python-weka-wrapper3']"
1384,FishingForPhish-xanmankey,BSD license,"['pyshorteners', 'python-weka-wrapper3']"
1385,cleanvid,BSD license,['pysrt']
1386,psy-taliro,BSD license,['py-taliro']
1387,kubify,BSD license,['pytest-kind']
1388,pycziutils,BSD license,['python-bioformats']
1389,pyoformats,BSD license,['python-bioformats']
1390,gcpds-visualizations,BSD license,['python-circos']
1391,efm8,BSD license,['pythoncrc']
1392,hypper,BSD license,['python-igraph']
1393,aleph,BSD license,['python-igraph']
1394,scirpy,BSD license,['python-igraph']
1395,metadsl,BSD license,['python-igraph']
1396,metadsl_visualize,BSD license,['python-igraph']
1397,metadsl_all,BSD license,['python-igraph']
1398,metadsl_llvm,BSD license,['python-igraph']
1399,metadsl_rewrite,BSD license,['python-igraph']
1400,metadsl_core,BSD license,['python-igraph']
1401,scikit-mobility,BSD license,['python-igraph']
1402,arcimboldo,BSD license,['python-igraph']
1403,lineagesim,BSD license,['python-igraph']
1404,graphbin,BSD license,['python-igraph']
1405,SoSpCAT,BSD license,['python-igraph']
1406,dynsimf,BSD license,['python-igraph']
1407,angel-cd,BSD license,['python-igraph']
1408,netdispatch,BSD license,['python-igraph']
1409,taupy,BSD license,['python-igraph']
1410,dynamo-release,BSD license,['python-igraph']
1411,velovi,BSD license,['python-igraph']
1412,sphinxnotes-lilypond,BSD license,['python-ly']
1413,picamera2,BSD license,"['python-prctl', 'v4l2-python3']"
1414,django-botai-manager,BSD license,['python-prctl']
1415,csa2sfen,BSD license,['python-shogi']
1416,disease-classifier,BSD license,['pytranskit']
1417,eln,BSD license,['pyttsx3']
1418,apollopy,BSD license,['pyttsx3']
1419,clointfusion,BSD license,"['pyttsx3', 'win10toast-click']"
1420,sentry-jira,BSD license,['pyuwsgi']
1421,sentry-dingtalk-new,BSD license,['pyuwsgi']
1422,sentry-alert-webhook,BSD license,['pyuwsgi']
1423,sentry-dingtalk-ecool,BSD license,['pyuwsgi']
1424,sentry-dingtalk-ecool2,BSD license,['pyuwsgi']
1425,sentry-dingtalk-ecooltwo,BSD license,['pyuwsgi']
1426,sentry-swift-nodestore,BSD license,['pyuwsgi']
1427,sentry-slack,BSD license,['pyuwsgi']
1428,sentry-dingtalk-lz,BSD license,['pyuwsgi']
1429,sentry-bearychat,BSD license,['pyuwsgi']
1430,thcouch,BSD license,['pyyaml-include']
1431,openclean-metanome,BSD license,['pyyaml-include']
1432,openclean-core,BSD license,['pyyaml-include']
1433,openclean,BSD license,['pyyaml-include']
1434,openclean-pattern,BSD license,['pyyaml-include']
1435,openclean-geo,BSD license,['pyyaml-include']
1436,openclean-notebook,BSD license,['pyyaml-include']
1437,c2c.template,BSD license,['pyyaml-include']
1438,c2cgeoportal-geoportal,BSD license,['pyyaml-include']
1439,c2cgeoportal-commons,BSD license,['pyyaml-include']
1440,orbitize,BSD license,['rebound']
1441,celery_tryton,BSD license,"['relatorio', 'trytond']"
1442,tonyfast,BSD license,"['rfc3987', 'strict-rfc3339']"
1443,dtschema,BSD license,['rfc3987']
1444,syn-commodore,BSD license,"['rfc3987', 'yamllint']"
1445,KorAPClient,BSD license,['rpy2']
1446,climextremes,BSD license,['rpy2']
1447,APEC,BSD license,['rpy2']
1448,clarite,BSD license,['rpy2']
1449,scCODA,BSD license,['rpy2']
1450,BCN,BSD license,['rpy2']
1451,igwn-auth-utils,BSD license,['safe-netrc']
1452,ApiLogicServer,BSD license,['safrs']
1453,python-portscanner-gui,BSD license,['scapy']
1454,habu,BSD license,['scapy']
1455,arpwitch,BSD license,['scapy']
1456,BioFlow,BSD license,['scikits.sparse']
1457,gputools,BSD license,['scikit-tensor']
1458,napari-nlm,BSD license,['scikit-tensor']
1459,spimagine,BSD license,['scikit-tensor']
1460,cybergenetics,BSD license,['sdeint']
1461,libres,BSD license,['sedate']
1462,xnotify,BSD license,['sendgrowl']
1463,qdownloader,BSD license,['sendgrowl']
1464,sa,BSD license,['sharedmem']
1465,popeye,BSD license,['sharedmem']
1466,deproject,BSD license,['sherpa']
1467,lib-exo-populator,BSD license,['singleton-decorator']
1468,jupyter-telemetry-sphinxext,BSD license,['sphinx-jsonschema']
1469,divina,BSD license,['sphinx-jsonschema']
1470,stimpool,BSD license,['sphinx-markdown-tables']
1471,katsdpmodels,BSD license,['strict-rfc3339']
1472,pssepy,BSD license,['strict-rfc3339']
1473,dsspy,BSD license,['strict-rfc3339']
1474,NREL-disco,BSD license,['strict-rfc3339']
1475,radicl,BSD license,['study-lyte']
1476,CellProfiler,BSD license,"['mysqlclient', 'prokaryote', 'python-bioformats']"
1477,pymysql-utils,BSD license,['mysqlclient']
1478,django-genome,BSD license,['mysqlclient']
1479,graper,BSD license,['mysqlclient']
1480,rayon,BSD license,"['mysqlclient', 'pyreadr']"
1481,affo-sms-service,BSD license,['mysqlclient']
1482,leprikon,BSD license,['mysqlclient']
1483,affo-email-service,BSD license,['mysqlclient']
1484,affo-user-service,BSD license,['mysqlclient']
1485,django-mycli,BSD license,['mysqlclient']
1486,proteingraphml,BSD license,"['mysqlclient', 'pyreadr']"
1487,ExcelBoot,BSD license,['mysql-connector']
1488,polical,BSD license,['mysql-connector-python']
1489,pytonik,BSD license,['mysql-connector-python']
1490,FlashBootstrap,BSD license,['mysql-connector-python']
1491,suanpan,BSD license,['mysql-connector-python']
1492,agatereports,BSD license,['mysql-connector-python']
1493,python-suanpan,BSD license,['mysql-connector-python']
1494,Utilize,BSD license,['mysql-connector-python']
1495,zocalo-dls,BSD license,['mysql-connector-python']
1496,joji,BSD license,['mysql-connector-python']
1497,celery-director,BSD license,['mysql-connector-python']
1498,ppextensions,BSD license,['mysql-connector-python-rf']
1499,MD2K-Cerebral-Cortex,BSD license,['mysql-connector-python-rf']
1500,xicam.NCEM,BSD license,['ncempy']
1501,ax-env,BSD license,['nestpy']
1502,pema,BSD license,['nestpy']
1503,wfsim,BSD license,['nestpy']
1504,nucliadb-utils,BSD license,['nucliadb-telemetry']
1505,napari-omero,BSD license,"['omero-py', 'omero-rois', 'zeroc-ice']"
1506,pharmd,BSD license,"['openbabel', 'plip']"
1507,spatial-access,BSD license,['osmnet']
1508,pandamonium,BSD license,['panda-client']
1509,urbansim-defaults,BSD license,['pandana']
1510,geosnap,BSD license,['pandana']
1511,hypermax,BSD license,['panwid']
1512,birdbrain,BSD license,['patool']
1513,grasptext,BSD license,['patool']
1514,oletools,BSD license,['pcodedmp']
1515,sunkit-pyvista,BSD license,['pfsspy']
1516,twlib,BSD license,['pillow-heif']
1517,pyAFQ,BSD license,['pimms']
1518,TrackPal,BSD license,['pingouin']
1519,plone.schemaeditor,BSD license,"['plone.app.content', 'plone.app.contentlisting', 'plone.app.layout', 'plone.app.querystring', 'plone.app.registry', 'plone.app.textfield', 'plone.app.viewletmanager', 'plone.app.vocabularies', 'plone.app.widgets', 'plone.app.z3cform', 'plone.base', 'plone.batching', 'plone.i18n', 'plone.portlets', 'plone.registry', 'plone.z3cform']"
1520,plone.namedfile,BSD license,"['plone.app.content', 'plone.app.contentlisting', 'plone.app.layout', 'plone.app.querystring', 'plone.app.registry', 'plone.app.textfield', 'plone.app.uuid', 'plone.app.viewletmanager', 'plone.app.vocabularies', 'plone.app.widgets', 'plone.app.z3cform', 'plone.base', 'plone.batching', 'plone.i18n', 'plone.portlets', 'plone.registry', 'plone.z3cform']"
1521,plone.schema,BSD license,"['plone.app.content', 'plone.app.contentlisting', 'plone.app.layout', 'plone.app.querystring', 'plone.app.registry', 'plone.app.textfield', 'plone.app.viewletmanager', 'plone.app.vocabularies', 'plone.app.widgets', 'plone.app.z3cform', 'plone.base', 'plone.batching', 'plone.i18n', 'plone.portlets', 'plone.registry', 'plone.z3cform']"
1522,Products.DateRecurringIndex,BSD license,['plone.event']
1523,geo3dfeatures,BSD license,['plyfile']
1524,oplab-pipeline,BSD license,['plyfile']
1525,openmt,BSD license,['plyfile']
1526,vist,BSD license,['plyfile']
1527,humanlikehearing,BSD license,['praat-parselmouth']
1528,basicsynbio,BSD license,['primer3-py']
1529,filmfestival,BSD license,"['prospector', 'pylint', 'pylint-celery', 'pylint-django', 'pylint-flask', 'pylint-plugin-utils']"
1530,DocOnce,BSD license,['publish-doconce']
1531,example-aless80,BSD license,['publish-doconce']
1532,pkgbuilder,BSD license,['pyalpm']
1533,blockify,BSD license,['pybedtools']
1534,flair-brookslab,BSD license,['pybedtools']
1535,DAStk,BSD license,['pybedtools']
1536,riboraptor,BSD license,['pybedtools']
1537,cy,BSD license,['pybedtools']
1538,ataqc,BSD license,['pybedtools']
1539,rrtools,BSD license,['pycallgraph']
1540,rafcon,Eclipse public license 1.0 (epl-1.0),['pylint']
1541,cnx-publishing,GNU lesser general public license (lgpl),['rhaptos.cnxmlutils']
1542,cnx-db,GNU lesser general public license (lgpl),['rhaptos.cnxmlutils']
1543,cnx-archive,GNU lesser general public license (lgpl),['rhaptos.cnxmlutils']
1544,roboidai,GNU lesser general public license v2 (lgplv2),['pyttsx3']
1545,pplay,GNU lesser general public license v2 (lgplv2),['scapy']
1546,DFRobot-EC-PH-ADC,GNU lesser general public license v2 (lgplv2),['smbus']
1547,abilian-sbe,GNU lesser general public license v2 (lgplv2),['html2text']
1548,formative,GNU lesser general public license v2 (lgplv2),['markdown-link-attr-modifier']
1549,reviewpanel,GNU lesser general public license v2 (lgplv2),['markdown-link-attr-modifier']
1550,hpfeeds-logger,GNU lesser general public license v2 (lgplv2),['hpfeeds-threatstream']
1551,cubicweb-varnish,GNU lesser general public license v2 (lgplv2),['html2text']
1552,smartleia,GNU lesser general public license v2 (lgplv2),['pytest-csv']
1553,rivendellaudio,GNU lesser general public license v2 (lgplv2),['mysqlclient']
1554,ALMAFE-Lib,GNU lesser general public license v2 (lgplv2),['mysql-connector-python']
1555,nuc-data-tool,GNU lesser general public license v2 (lgplv2),['mysql-connector-python']
1556,logprep,GNU lesser general public license v2 (lgplv2),['mysql-connector-python']
1557,sample-id,GNU lesser general public license v3 (lgplv3),['mutagen']
1558,odoo13-addon-base-external-dbsource-mysql,GNU lesser general public license v3 (lgplv3),['mysqlclient']
1559,pytest-mysql,GNU lesser general public license v3 (lgplv3),['mysqlclient']
1560,db-extractor,GNU lesser general public license v3 (lgplv3),['mysql-connector-python']
1561,luckywood,GNU lesser general public license v3 (lgplv3),['mysql-connector-python']
1562,pymetrick,GNU lesser general public license v3 (lgplv3),['mysql-connector-python']
1563,asamint,GNU lesser general public license v3 (lgplv3),"['objutils', 'pya2ldb']"
1564,odoo10-addon-l10n-it-invoices-data-communication,GNU lesser general public license v3 (lgplv3),"['odoo10-addon-account-fiscal-year', 'odoo10-addon-date-range', 'odoo10-addon-l10n-it-account', 'odoo10-addon-l10n-it-fiscalcode']"
1565,odoo10-addon-l10n-it-invoices-data-communication-fatturapa,GNU lesser general public license v3 (lgplv3),"['odoo10-addon-account-fiscal-year', 'odoo10-addon-date-range', 'odoo10-addon-l10n-it-account', 'odoo10-addon-l10n-it-fiscalcode', 'odoo10-addon-l10n-it-ipa', 'odoo10-addon-l10n-it-rea', 'odoo10-addon-l10n-it-split-payment', 'odoo10-addon-l10n-it-withholding-tax', 'odoo10-addon-partner-firstname']"
1566,odoo10-addon-l10n-it-vat-registries-cash-basis,GNU lesser general public license v3 (lgplv3),"['odoo10-addon-account-fiscal-year', 'odoo10-addon-account-tax-balance', 'odoo10-addon-date-range', 'odoo10-addon-l10n-it-account', 'odoo10-addon-l10n-it-vat-registries']"
1567,odoo10-addon-l10n-it-account-tax-kind,GNU lesser general public license v3 (lgplv3),"['odoo10-addon-account-fiscal-year', 'odoo10-addon-date-range', 'odoo10-addon-l10n-it-account']"
1568,odoo10-addon-l10n-it-fatturapa,GNU lesser general public license v3 (lgplv3),"['odoo10-addon-account-fiscal-year', 'odoo10-addon-date-range', 'odoo10-addon-l10n-it-account', 'odoo10-addon-l10n-it-fiscalcode', 'odoo10-addon-l10n-it-ipa', 'odoo10-addon-l10n-it-rea', 'odoo10-addon-l10n-it-split-payment', 'odoo10-addon-partner-firstname']"
1569,odoo10-addon-l10n-it-fatturapa-pec,GNU lesser general public license v3 (lgplv3),"['odoo10-addon-account-fiscal-year', 'odoo10-addon-date-range', 'odoo10-addon-l10n-it-account', 'odoo10-addon-l10n-it-fiscalcode', 'odoo10-addon-l10n-it-ipa', 'odoo10-addon-l10n-it-rea', 'odoo10-addon-l10n-it-sdi-channel', 'odoo10-addon-l10n-it-split-payment', 'odoo10-addon-l10n-it-withholding-tax', 'odoo10-addon-partner-firstname']"
1570,odoo10-addon-l10n-it-fatturapa-out-wt,GNU lesser general public license v3 (lgplv3),"['odoo10-addon-account-fiscal-year', 'odoo10-addon-date-range', 'odoo10-addon-l10n-it-account', 'odoo10-addon-l10n-it-fiscalcode', 'odoo10-addon-l10n-it-ipa', 'odoo10-addon-l10n-it-rea', 'odoo10-addon-l10n-it-split-payment', 'odoo10-addon-l10n-it-withholding-tax', 'odoo10-addon-partner-firstname']"
1571,odoo10-addon-l10n-it-fatturapa-out,GNU lesser general public license v3 (lgplv3),"['odoo10-addon-account-fiscal-year', 'odoo10-addon-date-range', 'odoo10-addon-l10n-it-account', 'odoo10-addon-l10n-it-fiscalcode', 'odoo10-addon-l10n-it-ipa', 'odoo10-addon-l10n-it-rea', 'odoo10-addon-l10n-it-split-payment', 'odoo10-addon-partner-firstname']"
1572,odoo10-addon-l10n-it-fatturapa-out-ddt,GNU lesser general public license v3 (lgplv3),"['odoo10-addon-account-fiscal-year', 'odoo10-addon-date-range', 'odoo10-addon-l10n-it-account', 'odoo10-addon-l10n-it-ddt', 'odoo10-addon-l10n-it-fiscalcode', 'odoo10-addon-l10n-it-ipa', 'odoo10-addon-l10n-it-rea', 'odoo10-addon-l10n-it-split-payment', 'odoo10-addon-partner-firstname', 'odoo10-addon-stock-picking-package-preparation', 'odoo10-addon-stock-picking-package-preparation-line']"
1573,odoo10-addon-l10n-it-fatturapa-out-stamp,GNU lesser general public license v3 (lgplv3),"['odoo10-addon-account-fiscal-year', 'odoo10-addon-date-range', 'odoo10-addon-l10n-it-account', 'odoo10-addon-l10n-it-fiscalcode', 'odoo10-addon-l10n-it-ipa', 'odoo10-addon-l10n-it-rea', 'odoo10-addon-l10n-it-split-payment', 'odoo10-addon-partner-firstname']"
1574,odoo10-addon-l10n-it-fatturapa-in,GNU lesser general public license v3 (lgplv3),"['odoo10-addon-account-fiscal-year', 'odoo10-addon-date-range', 'odoo10-addon-l10n-it-account', 'odoo10-addon-l10n-it-fiscalcode', 'odoo10-addon-l10n-it-ipa', 'odoo10-addon-l10n-it-rea', 'odoo10-addon-l10n-it-split-payment', 'odoo10-addon-l10n-it-withholding-tax', 'odoo10-addon-partner-firstname']"
1575,odoo10-addon-l10n-it-fatturapa-in-purchase,GNU lesser general public license v3 (lgplv3),"['odoo10-addon-account-fiscal-year', 'odoo10-addon-date-range', 'odoo10-addon-l10n-it-account', 'odoo10-addon-l10n-it-fiscalcode', 'odoo10-addon-l10n-it-ipa', 'odoo10-addon-l10n-it-rea', 'odoo10-addon-l10n-it-split-payment', 'odoo10-addon-l10n-it-withholding-tax', 'odoo10-addon-partner-firstname']"
1576,odoo10-addon-l10n-it-fiscal-document-type,GNU lesser general public license v3 (lgplv3),"['odoo10-addon-account-fiscal-year', 'odoo10-addon-date-range', 'odoo10-addon-l10n-it-account']"
1577,odoo10-addon-l10n-ch-qr-bill-transaction-id,GNU lesser general public license v3 (lgplv3),['odoo10-addon-base-transaction-id']
1578,odoo10-addon-cms-form,GNU lesser general public license v3 (lgplv3),['odoo10-addon-cms-status-message']
1579,odoo10-addon-cms-delete-content,GNU lesser general public license v3 (lgplv3),['odoo10-addon-cms-status-message']
1580,odoo10-addon-cms-delete-content-example,GNU lesser general public license v3 (lgplv3),['odoo10-addon-cms-status-message']
